number,cabinet,cabinet_party,cabinet_from,cabinet_to,person,from,to
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Casey, the Rt Hon. Richard Gardiner, CH, DSO, MC ",10.12.1958,4.2.1960
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Spooner, Senator the Hon. William Henry, MM",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Townley, the Hon. Athol Gordon",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Hasluck, the Hon. Paul Meernaa Caedwalla",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"McMahon, the Hon. William",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Paltridge, Senator the Hon. Shane Dunne",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Davidson, the Hon. Charles William, OBE",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Downer, the Hon. Alexander Russell",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Barwick, the Hon. Sir Garfield Edward John, QC",10.12.1958,18.12.1963
32,Menzies Ministry ,(LIB-CP Coalition) ,10.12.1958,18.12.1963,"Adermann, the Hon. Charles Frederick ",4.2.1960,18.12.1963
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Menzies, the Rt Hon. Sir Robert Gordon, KT, CH, QC",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"McEwen, the Rt Hon. John",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Holt, the Rt Hon. Harold Edward",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Spooner, Senator the Hon. Sir William Henry, KCMG, MM ",18.12.1963,10.6.1964
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Hasluck, the Hon. Paul Meernaa Caedwalla",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"McMahon, the Hon. William",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Barwick, the Hon. Sir Garfield Edward John, GCMG, QC ",18.12.1963,23.4.1964
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Adermann, the Hon. Charles Frederick",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Paltridge, Senator the Hon. Shane Dunne ",18.12.1963,19.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Wade, Senator the Hon. Harrie Walter ",18.12.1963,18.11.1964
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Fairhall, the Hon. Allen",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Henty, Senator the Hon. Norman Henry Denham",18.12.1963,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Hulme, the Hon. Alan Shallcross ",13.6.1964,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Fairbairn, the Hon. David Eric, DFC ",13.6.1964,26.1.1966
33,Menzies Ministry ,(LIB-CP Coalition) ,18.12.1963,26.1.1966,"Barnes, the Hon. Charles Edward ",13.8.1965,26.1.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Holt, the Rt Hon. Harold Edward",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"McEwen, the Rt Hon. John",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"McMahon, the Hon. William",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Adermann, the Hon. Charles Frederick",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Fairhall, the Hon. Allen",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Henty, Senator the Hon. Norman Henry Denham",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Hulme, the Hon. Alan Shallcross",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Fairbairn, the Hon. David Eric, DFC",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Barnes, the Hon. Charles Edward",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Gorton, Senator the Hon. John Grey",26.1.1966,14.12.1966
34,Holt Ministry ,(LIB-CP Coalition) ,26.1.1966,14.12.1966,"Bury, the Hon. Leslie Harry Ernest",26.1.1966,14.12.1966
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Holt, the Rt Hon. Harold Edward",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"McEwen, the Rt Hon. John",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"McMahon, the Rt Hon. William",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Fairhall, the Hon. Allen",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Anthony, the Hon. John Douglas",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Henty, Senator the Hon. Norman Henry Denham",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Adermann, the Rt Hon. Charles Frederick ",14.12.1966,16.10.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Hulme, the Hon. Alan Shallcross",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Fairbairn, the Hon. David Eric, DFC",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Gorton, Senator the Hon. John Grey",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Bury, the Hon. Leslie Harry Ernest",14.12.1966,19.12.1967
35,Holt Ministry ,(LIB-CP Coalition) ,14.12.1966,19.12.1967,"Sinclair, the Hon. Ian McCahon ",16.10.1967,19.12.1967
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"McEwen, the Rt Hon. John",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"McMahon, the Rt Hon. William",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Fairhall, the Hon. Allen",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Anthony, the Hon. John Douglas",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Henty, Senator the Hon. Norman Henry Denham",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Hulme, the Hon. Alan ShallcrossFairbairn, the Hon. David Eric, DFC",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Gorton, Senator the Hon. John Grey",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Bury, the Hon. Leslie Harry Ernest",19.12.1967,10.1.1968
36,McEwen Ministry ,(LIB-CP Coalition) ,19.12.1967,10.1.1968,"Sinclair, the Hon. Ian McCahon",19.12.1967,10.1.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Gorton, the Rt Hon. John Grey",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"McEwen, the Rt Hon. John",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"McMahon, the Rt Hon. William",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Fairhall, the Hon. Allen",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Anthony, the Hon. John Douglas",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Henty, Senator the Hon. Norman Henry Denham",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Hulme, the Hon. Alan Shallcross",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Fairbairn, the Hon. David Eric, DFC",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Bury, the Hon. Leslie Harry Ernest",10.1.1968,28.2.1968
37,Gorton Ministry ,(LIB-CP Coalition) ,10.1.1968,28.2.1968,"Sinclair, the Hon. Ian McCahon",10.1.1968,28.2.1968
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Gorton, the Rt Hon. John Grey",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"McEwen, the Rt Hon. John",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"McMahon, the Rt Hon. William",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Hasluck, the Rt Hon. Paul Meernaa Caedwalla ",28.2.1968,11.2.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Freeth, the Hon. Gordon ",11.2.1969,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Fairhall, the Hon. Allen",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Anthony, the Hon. John Douglas",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Hulme, the Hon. Alan Shallcross",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Fairbairn, the Hon. David Eric, DFC",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Bury, the Hon. Leslie Harry Ernest",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Sinclair, the Hon. Ian McCahon",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Anderson, the Hon. Kenneth McColl",28.2.1968,12.11.1969
38,Gorton Ministry ,(LIB-CP Coalition) ,28.2.1968,12.11.1969,"Fraser, the Hon. John Malcolm",28.2.1968,12.11.1969
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Gorton, the Rt Hon. John Grey",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"McEwen, the Rt Hon. John ",12.11.1969,5.2.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"McMahon, the Rt Hon. William",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Anthony, the Rt Hon. John Douglas",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Hulme, the Hon. Alan Shallcross",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Bury, the Hon. Leslie Harry Ernest",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Sinclair, the Hon. Ian McCahon",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Anderson, Senator the Hon. Kenneth McColl",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Fraser, the Hon. John Malcolm ",12.11.1969,8.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Swartz, the Hon. Reginald William Colin",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Snedden, the Hon. Billy Mackie, QC",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Bowen, the Hon. Nigel Hubert, QC",12.11.1969,10.3.1971
39,Gorton Ministry ,(LIB-CP Coalition) ,12.11.1969,10.3.1971,"Nixon, the Hon. Peter James",12.11.1969,10.3.1971
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"McMahon, the Rt Hon. William",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Anthony, the Rt Hon. John Douglas",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Gorton, the Rt Hon. John Grey, CH ",10.3.1971,13.8.1971
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Sinclair, the Hon. Ian McCahon",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Anderson, Senator the Hon. Sir Kenneth McColl, KBE",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Swartz, the Hon. Sir Reginald William Colin, KBE, ED",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Snedden, the Rt Hon. Billy Mackie, QC",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Bowen, the Hon. Nigel Hubert, QC",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Fairbairn, the Hon. David Eric, DFC ",22.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Hulme, the Hon. Sir Alan Shallcross, KBE",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Bury, the Hon. Leslie Harry Ernest ",10.3.1971,2.8.1971
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Nixon, the Hon. Peter James",10.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Lynch, the Hon. Phillip Reginald ",22.3.1971,5.12.1972
40,McMahon Ministry ,(LIB-CP Coalition) ,10.3.1971,5.12.1972,"Fraser, the Hon. John Malcolm ",20.8.1971,5.12.1972
41,Whitlam Ministry,(ALP) ,5.12.1972,19.12.1972,"Whitlam, EG",5.12.1972,19.12.1972
41,Whitlam Ministry,(ALP) ,5.12.1972,19.12.1972,"Barnard, LH",5.12.1972,19.12.1972
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Whitlam, EG",19.12.1972,6.11.1973
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Barnard, LH",19.12.1972,9.10.1973
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Enderby, KE",9.10.1973,19.10.1973
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Willesee, Senator DR",6.11.1973,6.11.1973
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Cairns, JF",19.12.1972,9.10.1973
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Hayden, WG",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Crean, F",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Murphy, Senator LK",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Bowen, LF",30.11.1973,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Stewart, FE",30.11.1973,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"McClelland, Senator D",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Patterson, RA",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Bishop, Senator R",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Daly, FMD",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Cameron, CR",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Uren, T",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Jones, CK",19.12.1972,30.11.1973
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Beazley, KE",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Cavanagh, Senator JL",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Johnson, LR",9.10.1973,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Wriedt, Senator KS",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Bryant, GM",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Connor, RFX",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Grassby, AJ",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Everingham, DN",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Cass, MH",19.12.1972,12.6.1974
42,Whitlam Ministry,ALP,19.12.1972,12.6.1974,"Morrison, WL",19.12.1972,12.6.1974
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Whitlam, EG",12.6.1974,14.7.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Cairns, JF",12.6.1974,2.7.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Crean, F",14.7.1975,11.12.1974
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Connor, RFX",12.6.1974,14.10.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Wriedt, Senator KS",14.10.1975,21.10.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Hayden, WG",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Wheeldon, Senator JM",6.6.1975,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Murphy, LK",12.6.1974,10.2.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Enderby, KE",10.2.1975,10.2.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Cavanagh, Senator JL",6.6.1975,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Willesee, Senator DR",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Daly, FM",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"McClelland, Senator D",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Cass, MH",6.6.1975,6.6.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Barnard, LH",12.6.1974,6.6.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Morrison, WL",6.6.1975,6.6.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Patterson, RA",21.10.1975,21.10.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Keating, PJ",21.10.1975,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Cameron, CR",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"McClelland, Senator JR",6.6.1975,6.6.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Beazley, KE",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Bowen, LF",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Uren, T",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Bishop, Senator R",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Johnson, LR",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Riordan, JM",6.6.1975,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Jones, CK",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Everingham, DN",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Bryant, GM",12.6.1974,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Berinson, JM",14.7.1975,11.11.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Cavanagh, JL",12.6.1974,6.6.1975
43,Whitlam Ministry,ALP,12.6.1974,11.11.1975,"Stewart, FE",12.6.1974,11.11.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Fraser, JM",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Anthony, JD (NCP)",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Lynch, PR",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Sinclair, IMcC (NCP)",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Withers, Senator RG",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Greenwood, Senator IJ",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Cotton, Senator RC",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Nixon, PJ (NCP)",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Peacock, AS",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Chipp, DL",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Killen, DJ",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Drake-Brockman, Senator TC (NCP)",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Carrick, Senator JL",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Street, AA",11.11.1975,22.12.1975
44,Fraser Ministry,LIB-NCP Coalition,11.11.1975,22.12.1975,"Guilfoyle, Senator MGC",11.11.1975,22.12.1975
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Fraser, the Rt Hon. John Malcolm",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Anthony, the Rt Hon. John Douglas",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Lynch, the Hon. Phillip Reginald",22.12.1975,19.11.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Sinclair, the Hon. Ian McCahon",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Withers, Senator the Hon. Reginald Greive",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Greenwood, Senator the Hon. Ivor John, QC",22.12.1975,8.7.1976
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Cotton, Senator the Hon. Robert Carrington",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Street, the Hon. Anthony Austin",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Nixon, the Hon. Peter James",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Carrick, Senator the Hon. John Leslie",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Peacock, the Hon. Andrew Sharp",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Killen, the Hon. Denis James",22.12.1975,20.12.1977
45,Fraser Ministry,LIB-NCP Coalition ,22.12.1975,20.12.1977,"Guilfoyle, Senator the Hon. Margaret Georgina Constance",8.7.1976,20.12.1977
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Fraser, the Rt Hon. John Malcolm, CH",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Anthony, the Rt Hon. John Douglas, CH",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Lynch, the Rt Hon. Phillip Reginald",20.12.1977,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Sinclair, the Rt Hon. Ian McCahon",20.12.1977,27.9.1979
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Sinclair, the Rt Hon. Ian McCahon",19.8.1980,3.11.1980
46,Fraser Ministry,LIB-NCP Coalition ,20.12.1977,3.11.1980,"Withers, Senator the Rt Hon. Reginald Greive",20.12.1977,7.8.1978 
