number,ministry,ministry_party,ministry_from,ministry_to,level,job,person,job_from,job_to,comment,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Foreign Affairs,"Smith, SF",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Health and Ageing ,"Roxon, NL",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Families, Housing, Community Services and Indigenous Affairs","Macklin, JL",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Education,"Gillard, JE",24.6.2010,28.6.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Education,"Crean, SF",28.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Employment and Workplace Relations,"Gillard, JE",24.6.2010,28.6.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Employment and Workplace Relations,"Crean, SF",28.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Social Inclusion,"Gillard, JE",24.6.2010,28.6.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Social Inclusion,"Crean, SF",28.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Finance and Deregulation,"Tanner, LJ",24.6.2010,3.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Special Minister of State,"Ludwig, Senator JW",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Infrastructure, Transport, Regional Development and Local Government","Albanese, AN",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Broadband, Communications and the Digital Economy","Conroy, Senator SM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Innovation, Industry, Science and Research","Carr, Senator KJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Climate Change, Energy Efficiency and Water","Wong, Senator PYY",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Environment Protection, Heritage and the Arts","Garrett, PR",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Attorney-General,"McClelland, RB",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,"Minister for Agriculture, Fisheries and Forestry","Burke, AS",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Resources and Energy,"Ferguson, MJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Tourism,"Ferguson, MJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Minister,Minister for Human Services,"Bowen, CE",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister for Government Service Delivery,"Arbib, Senator MV",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Prime Minister,"Byrne, AM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Population,"Burke, AS",24.6.2010,28.6.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Sustainable Population,"Burke, AS",28.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,"Minister for Financial Services, Superannuation and Corporate Law","Bowen, CE",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Competition Policy and Consumer Affairs,"Emerson, CA",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Assistant Treasurer,"Sherry, Senator NJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Multicultural Affairs and Settlement Services,"Ferguson, LDT",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Veterans' Affairs,"Griffin, AP",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Defence Personnel,"Griffin, AP",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Defence Materiel and Science,"Combet, GI",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Defence Support,"Kelly, MJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Trade,"Byrne, AM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for International Development Assistance,"McMullan, RF",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,"Minister for Indigenous Health, Rural and Regional Health and Regional Service Delivery","Snowdon, WE",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Ageing ,"Elliot, MJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Sport ,"Ellis, KM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Health,"Butler, MC",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Housing,"Plibersek, TJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for the Status of Women,"Plibersek, TJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Disabilities and Children's Services,"Shorten, WR",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Victorian Bushfire Reconstruction,"Shorten, WR",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for the Voluntary Sector,"Stephens, Senator UM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,"Minister for Early Childhood Education, Childcare and Youth","Ellis, KM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Employment Participation,"Arbib, Senator MV",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Employment,"Clare, JD",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Social Inclusion,"Stephens, Senator UM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister Assisting the Finance Minister on Deregulation,"Emerson, CA",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,"Parliamentary Secretary for Infrastructure, Transport, Regional Development and Local Government","McKew, MM",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Western and Northern Australia,"Gray, G",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,"Minister for Small Business, Independent Contractors and the Service Economy","Emerson, CA",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Innovation and Industry,"Marles, RD",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister Assisting the Minister for Climate Change and Energy Efficiency,"Combet, GI",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Parliamentary Secretary for Water,"Kelly, MJ",24.6.2010,14.9.2010,,,
59,Gillard Ministry ,ALP,24.6.2010,14.9.2010,Other ministers/Parliamentary secretaries,Minister for Home Affairs,"O'Connor, BPJ",24.6.2010,14.9.2010,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Prime Minister,"Gillard, JE",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Cabinet Secretary,"Dreyfus, MA",14.9.2010,4.2.2013,This office became a Cabinet position on 25.3.2013.,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Cabinet Secretary,"Clare, JD",4.2.2013,27.6.2013,This office became a Cabinet position on 25.3.2013.,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Deputy Prime Minister,"Swan, WM",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Treasurer,"Swan, WM",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Tertiary Education, Skills, Jobs and Workplace Relations","Evans, Senator CV",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Tertiary Education, Skills, Science and Research","Evans, Senator CV",14.12.2011,4.2.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Tertiary Education, Skills, Science and Research","Bowen, CE",4.2.2013,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Tertiary Education, Skills, Science and Research","Emerson, CA",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for School Education, Early Childhood and Youth","Garrett, PR",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Employment and Workplace Relations,"Shorten, WR",14.12.2011,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Broadband, Communications and the Digital Economy","Conroy, Senator SM",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister Assisting the Prime Minister on Digital Productivity,"Conroy, Senator SM",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Foreign Affairs,"Rudd, KM",14.9.2010,26.2.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Foreign Affairs,"Carr, Senator RJ",13.3.2012,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Trade Competitiveness,"Emerson, CA",14.9.2010,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Trade Competitiveness,"Emerson, CA",5.3.2012,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister Assisting the Prime Minister on Asian Century Policy,"Emerson, CA",28.10.2012,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Defence,"Smith, SF ",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Immigration and Citizenship,"Bowen, CE",14.9.2010,4.2.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Immigration and Citizenship,"O'Connor, BP",4.2.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Infrastructure and Transport,"Albanese, AN",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Regional Australia, Regional Development and Local Government","Crean, SF",14.9.2010,21.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Regional Development and Local Government,"Albanese, AN",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for the Arts,"Crean, SF",14.9.2010,21.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for the Arts,"Burke, AS",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Health and Ageing ,"Roxon, NL",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Health,"Plibersek, TJ",14.12.2011,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Families, Housing, Community Services and Indigenous Affairs","Macklin, JL",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Families, Community Services and Indigenous Affairs","Macklin, JL",14.12.2011,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Disability Reform,"Macklin, JL",14.12.2011,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Housing,"McClelland, RB",14.12.2011,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Housing,"O'Connor, BP",5.3.2012,4.2.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Homelessness,"McClelland, RB",14.12.2011,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Homelessness,"O'Connor, BP",5.3.2012,4.2.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Housing and Homelessness,"Butler, MC",4.2.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Sustainability, Environment, Water, Population and Communities","Burke, AS",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Finance and Deregulation,"Wong, Senator PYY",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Innovation, Industry, Science and Research","Carr, Senator KJ",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Industry and Innovation,"Combet, GI",14.12.2011,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Climate Change and Energy Efficiency,"Combet, GI",14.9.2010,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Climate Change, Industry and Innovation","Combet, GI",25.3.2013 ,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Attorney-General,"McClelland, RB",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Attorney-General,"Roxon, NL",14.12.2011,4.2.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Attorney-General,"Dreyfus, MA",4.2.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Emergency Management,"McClelland, RB",14.12.2001,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Emergency Management,"Roxon, NL",5.3.2012,4.2.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Emergency Management,"Dreyfus, MA",4.2.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Vice-President of the Executive Council,"McClelland, RB",14.9.2010,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Vice-President of the Executive Council,"Burke, AS",5.3.2012,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,"Minister for Agriculture, Fisheries and Forestry","Ludwig, Senator JW",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Resources and Energy,"Ferguson, MJ",14.9.2010,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Resources and Energy,"Gray, G",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Tourism,"Ferguson, MJ",14.9.2010,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Tourism,"Gray, G",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Human Services,"Plibersek, TJ",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Human Services,"O'Connor, BP",14.12.2011,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Human Services,"Carr, Senator KJ",5.3.2012,25.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Minister,Minister for Human Services,"McLucas, Senator JE",25.3.2012,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister for Social Inclusion,"Plibersek, TJ",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister for Social Inclusion,"Butler, MC",14.12.2011,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister for Privacy and Freedom of Information,"O'Connor, BPJ",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Special Minister of State for the Public Service and Integrity,"Gray, G",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister for the Public Service and Integrity,"Gray, G",14.12.2011,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister for the Public Service and Integrity,"Dreyfus, MA",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister Assisting the Prime Minister on the Centenary of ANZAC,"Snowdon, WE",3.3.2011,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Prime Minister,"Lundy, Senator KA",14.9.2010,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Prime Minister,"McLucas, Senator JE",5.3.2012,25.3.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Prime Minister,"Leigh, AK",25.3.2013,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Assistant Treasurer,"Shorten, WR",14.9.2010,14.12.2011,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Assistant Treasurer,"Arbib, Senator MV",14.12.2011,5.3.2012,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Assistant Treasurer,"Bradbury, DJ",5.3.2012,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Minister for Financial Services and Superannuation,"Shorten, WR",14.9.2010,27.6.2013,,,
60,Gillard Ministry ,ALP,14.9.2010,27.6.2013,Other ministers/Parliamentary secretaries,Parliamentary Secretary to the Treasurer,"Bradbury, DJ",14.9.2010,5.3.2012,,,
